CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
11224,NoteHotline,19.007003560172837,0,AB61,L
11224,StatusRequest,19.010719637349396,0,AB61,L
11224,InDelivery,19.010991010779723,0,AB61,L
11224,Completed,19.011136997884233,0,AB61,L
11225,Creation,19.000690642486532,0,AB63,L
11225,NoteHotline,19.002146004143327,0,AB63,L
11225,DeviceReceived,19.012628041406348,0,AB63,L
11225,InDelivery,19.02194299284217,0,AB63,L
11225,Completed,19.022227256453952,0,AB63,L
11226,Creation,19.00069656613507,0,AB52,L
11226,DeviceReceived,19.003955830305102,0,AB52,L
11226,Letter,19.006672588015654,0,AB52,L
11226,Transmission,19.006870061552064,0,AB52,L
11226,Approved,19.00692574332085,0,AB52,L
11226,NoteHotline,19.006925771141486,0,AB52,L
11226,StatusRequest,19.010251987768104,0,AB52,L
11226,InDelivery,19.01051210592485,0,AB52,L
11226,Completed,19.01080287397593,0,AB52,L
11227,Creation,19.000702148217883,0,AB49,L
11227,DeviceReceived,19.003472315231594,0,AB49,L
11227,Letter,19.00715333472603,0,AB49,L
11227,Transmission,19.007357087119825,0,AB49,L
11227,Approved,19.008759854976837,0,AB49,L
11227,NoteHotline,19.008759904962215,0,AB49,L
11227,InDelivery,19.01242635078098,0,AB49,L
11227,Completed,19.012660632767645,0,AB49,L
11228,Creation,19.00070329038545,1,AB36,G
11228,NoteHotline,19.000703676706536,1,AB36,G
11228,Letter,19.00378324415338,1,AB36,G
11228,InDelivery,19.00378324415338,1,AB36,G
11228,DeviceReceived,19.003988895266748,1,AB36,G
11228,NoteWorkshop,19.004043292423056,1,AB36,G
11228,Completed,19.00404417409244,1,AB36,G
11229,Creation,19.00071913502645,0,AB34,L
11229,DeviceReceived,19.003472432482475,0,AB34,L
11229,Letter,19.006672588015654,0,AB34,L
11229,Transmission,19.01215481866162,0,AB34,L
11229,InDelivery,19.012904339990424,0,AB34,L
11229,Approved,19.013080607228826,0,AB34,L
11229,NoteHotline,19.013080656998696,0,AB34,L
11229,Completed,19.013114942320584,0,AB34,L
11230,Creation,18.820863002350315,0,AB20,E
11230,Letter,18.824696949574758,0,AB20,E
11230,DeviceReceived,18.82489515693401,0,AB20,E
11230,NoteHotline,18.82554472475304,0,AB20,E
11230,InDelivery,18.831595124436735,0,AB20,E
11230,NoteWorkshop,18.831965200095063,0,AB20,E
11230,StockEntry,18.832740208089405,0,AB20,E
11230,Completed,18.83298364762784,0,AB20,E
11231,Creation,19.000743360605252,0,AB34,L
11231,DeviceReceived,19.003955980983356,0,AB34,L
11231,Letter,19.00859418970634,0,AB34,L
11231,NoteWorkshop,19.00880649024878,0,AB34,L
11231,Transmission,19.0121682522777,0,AB34,L
11231,Approved,19.012192932686677,0,AB34,L
11231,NoteHotline,19.012192965896055,0,AB34,L
11231,InDelivery,19.012904339990424,0,AB34,L
11231,Completed,19.013572212699536,0,AB34,L
11232,Creation,19.000586037838197,0,AB62,L
11232,DeviceReceived,19.005460141555556,0,AB62,L
11232,Letter,19.01051210592485,0,AB62,L
11232,Transmission,19.0107594024515,0,AB62,L
11232,Approved,19.012122149922543,0,AB62,L
11232,NoteHotline,19.012122210810713,0,AB62,L
11232,NoteWorkshop,19.01218346243357,0,AB62,L
11232,InDelivery,19.015290864927028,0,AB62,L
11232,Completed,19.015500943235004,0,AB62,L
11233,Creation,19.000587689693447,0,AB27,L
11233,DeviceReceived,19.002087696139327,0,AB27,L
11233,Transmission,19.00548005671364,0,AB27,L
11233,Approved,19.00550323670035,0,AB27,L
11233,NoteHotline,19.005503275704683,0,AB27,L
11233,InDelivery,19.00619161007671,0,AB27,L
11233,Completed,19.006461364759478,0,AB27,L
11234,Creation,19.000596699255922,1,AB9,E
11234,NoteHotline,19.00059773515442,1,AB9,E
11234,DeviceReceived,19.003587114008983,1,AB9,E
11234,Letter,19.004265381579675,1,AB9,E
11234,StockEntry,19.004265381579675,1,AB9,E
11234,InDelivery,19.004265381579675,1,AB9,E
11234,NoteWorkshop,19.004418143857666,1,AB9,E
11234,Completed,19.004418601261523,1,AB9,E
11235,Creation,19.00059796473178,0,AB49,L
11235,DeviceReceived,19.002087835917113,0,AB49,L
11235,InDelivery,19.009074013721435,0,AB49,L
11235,Completed,19.009355192435773,0,AB49,L
11236,Creation,19.00060033329513,1,AB34,J
11236,DeviceReceived,19.003001687867194,1,AB34,J
11236,Letter,19.003300874158455,1,AB34,J
11236,NoteWorkshop,19.004015458055797,1,AB34,J
11236,Transmission,19.00405914003262,1,AB34,J
11236,InDelivery,19.00522895962265,1,AB34,J
11236,Approved,19.00550862485587,1,AB34,J
11236,NoteHotline,19.005508680576046,1,AB34,J
11236,Completed,19.00554876486494,1,AB34,J
11237,Creation,18.82086950995061,0,AB38,E
11237,NoteHotline,18.82087133287534,0,AB38,E
11237,Letter,18.82122993538437,0,AB38,E
11237,DeviceReceived,18.821517812520913,0,AB38,E
11237,StockEntry,18.828726665561224,0,AB38,E
11237,InDelivery,18.828726665561224,0,AB38,E
11237,StatusRequest,18.828971549348296,0,AB38,E
11237,Completed,18.82903508088299,0,AB38,E
11238,Creation,19.00061110094855,1,AB61,E
11238,NoteHotline,19.000615972391724,1,AB61,E
11238,Letter,19.00522895962265,1,AB61,E
11238,StockEntry,19.00522895962265,1,AB61,E
11238,InDelivery,19.00522895962265,1,AB61,E
11238,DeviceReceived,19.005504902741198,1,AB61,E
11238,Completed,19.005547600359332,1,AB61,E
11239,Creation,19.000616565922257,1,AB49,E
11239,NoteHotline,19.000617153853103,1,AB49,E
11239,DeviceReceived,19.004032254749426,1,AB49,E
11239,StockEntry,19.004265381579675,1,AB49,E
11239,InDelivery,19.004265381579675,1,AB49,E
11239,NoteWorkshop,19.004467453020133,1,AB49,E
11239,Completed,19.00447226109117,1,AB49,E
11240,Creation,19.000626123955097,0,AB52,L
11240,DeviceReceived,19.00347215331369,0,AB52,L
11240,Letter,19.006672588015654,0,AB52,L
11240,Transmission,19.006929037278592,0,AB52,L
11240,Approved,19.006950169539923,0,AB52,L
11240,NoteHotline,19.00733748740027,0,AB52,L
11240,StatusRequest,19.01224218098486,0,AB52,L
11240,InDelivery,19.01242635078098,0,AB52,L
11240,Completed,19.012703900017485,0,AB52,L
11241,Creation,19.000632333547863,0,AB62,L
11241,NoteHotline,19.000633912536447,0,AB62,L
11241,DeviceReceived,19.003472209147453,0,AB62,L
11241,Letter,19.006672588015654,0,AB62,L
11241,Transmission,19.006845282808012,0,AB62,L
11241,Approved,19.006961269640485,0,AB62,L
11241,InDelivery,19.01051210592485,0,AB62,L
11241,Completed,19.010669504682966,0,AB62,L
11242,Creation,19.00064585005741,0,AB52,L
11242,DeviceReceived,19.006985717246984,0,AB52,L
11242,Letter,19.01242635078098,0,AB52,L
11242,Transmission,19.012674308541094,0,AB52,L
11242,Approved,19.013079971280266,0,AB52,L
11242,NoteHotline,19.01308001552018,0,AB52,L
11242,InDelivery,19.013859633533816,0,AB52,L
11242,Completed,19.014061637493224,0,AB52,L
11243,Creation,18.82087436884186,0,AB20,L
11243,DeviceReceived,18.82490639758742,0,AB20,L
11243,Letter,18.830448728064177,0,AB20,L
11243,Transmission,18.832985905467062,0,AB20,L
11243,Approved,18.834099782190336,0,AB20,L
11243,NoteHotline,18.834099835101142,0,AB20,L
11243,InDelivery,18.834455378784664,0,AB20,L
11243,Completed,18.83469660990875,0,AB20,L
11244,Creation,19.00065735630414,0,AB49,L
11244,DeviceReceived,19.002088518032412,0,AB49,L
11244,Transmission,19.01020341778529,0,AB49,L
11244,Approved,19.010363809549464,0,AB49,L
11244,NoteHotline,19.010363853909706,0,AB49,L
11244,InDelivery,19.01051210592485,0,AB49,L
11244,Completed,19.010641909579846,0,AB49,L
11245,Creation,19.000672384214845,1,AB58,I
11245,NoteHotline,19.00067632032552,1,AB58,I
11245,DeviceReceived,19.007319567002675,1,AB58,I
11245,Letter,19.007633850430057,1,AB58,I
11245,InDelivery,19.007633850430057,1,AB58,I
11245,NoteWorkshop,19.007803905451443,1,AB58,I
11245,Completed,19.007804522527216,1,AB58,I
11246,Creation,19.0006781567986,1,AB20,E
11246,NoteHotline,19.000678845475136,1,AB20,E
11246,Letter,19.00281827137042,1,AB20,E
11246,DeviceReceived,19.003116010072084,1,AB20,E
11246,StockEntry,19.003300874158455,1,AB20,E
11246,InDelivery,19.003300874158455,1,AB20,E
11246,NoteWorkshop,19.00358310001477,1,AB20,E
11246,Completed,19.00358484183343,1,AB20,E
11247,Creation,19.000693279578257,0,AB52,L
11247,DeviceReceived,19.004439764328225,0,AB52,L
11247,Transmission,19.007393271063872,0,AB52,L
11247,Approved,19.00875448986501,0,AB52,L
11247,NoteHotline,19.008754545404617,0,AB52,L
11247,StatusRequest,19.010247085401424,0,AB52,L
11247,InDelivery,19.014336938303657,0,AB52,L
11247,Completed,19.014566046523463,0,AB52,L
11247,NoteWorkshop,19.0198464985235,0,AB52,L
11248,Creation,19.000695351174098,1,AB20,E
11248,DeviceReceived,19.002069055199172,1,AB20,E
11248,Letter,19.002335435564476,1,AB20,E
11248,NoteHotline,19.003121651275062,1,AB20,E
11248,StatusRequest,19.0031216736164,1,AB20,E
11248,StockEntry,19.00378324415338,1,AB20,E
11248,InDelivery,19.00378324415338,1,AB20,E
11248,NoteWorkshop,19.003959982319802,1,AB20,E
11248,Completed,19.00398167966458,1,AB20,E
11249,Creation,19.000697019645468,0,AB40,L
11249,DeviceReceived,19.003472376648723,0,AB40,L
11249,StatusRequest,19.010238772396665,0,AB40,L
11249,Transmission,19.010718356902352,0,AB40,L
11249,Approved,19.010768276493906,0,AB40,L
11249,NoteHotline,19.01076833746457,0,AB40,L
11249,InDelivery,19.01242635078098,0,AB40,L
11249,Completed,19.012707423939407,0,AB40,L
11250,Creation,19.000717001893292,0,AB48,E
11250,DeviceReceived,19.00596981468342,0,AB48,E
11250,Letter,19.00859418970634,0,AB48,E
11250,InDelivery,19.00859418970634,0,AB48,E
11250,Completed,19.00874246546739,0,AB48,E
11250,NoteWorkshop,19.00969627571045,0,AB48,E
11251,Creation,18.8208860769973,0,AB49,L
11251,DeviceReceived,18.822737757765783,0,AB49,L
11251,Letter,18.826425959493445,0,AB49,L
11251,InDelivery,18.830448728064177,0,AB49,L
11251,Approved,18.83063870406871,0,AB49,L
11251,Completed,18.830768119570294,0,AB49,L
11251,Transmission,18.83080382019692,0,AB49,L
11251,NoteHotline,18.831212103575016,0,AB49,L
11252,Creation,19.000723502056516,0,AB52,L
11252,DeviceReceived,19.00395588053119,0,AB52,L
11252,Letter,19.00715333472603,0,AB52,L
11252,Transmission,19.007356736730934,0,AB52,L
11252,Approved,19.00736584680217,0,AB52,L
11252,NoteHotline,19.00736588573392,0,AB52,L
11252,InDelivery,19.011948132988586,0,AB52,L
11252,Completed,19.012126229421842,0,AB52,L
11253,DeviceReceived,19.000107696962647,1,AB36,
11253,Letter,19.000401757654135,1,AB36,
11253,Creation,19.00059145815301,1,AB36,
11253,InDelivery,19.00185236651549,1,AB36,
11253,Completed,19.002127928969788,1,AB36,
11254,Letter,19.000401757654135,1,AB22,
11254,InDelivery,19.000401757654135,1,AB22,
11254,Creation,19.000593149195627,1,AB22,
11254,DeviceReceived,19.00059342356982,1,AB22,
11254,Completed,19.00062135334907,1,AB22,
11254,NoteWorkshop,19.000621532527173,1,AB22,
11255,Letter,19.000401757654135,1,AB48,
11255,StockEntry,19.000401757654135,1,AB48,
11255,InDelivery,19.000401757654135,1,AB48,
11255,Creation,19.00058779608403,1,AB48,
11255,DeviceReceived,19.000588193648746,1,AB48,
11255,NoteWorkshop,19.000615490847824,1,AB48,
11255,Completed,19.000632607911307,1,AB48,
11256,Letter,19.000401757654135,1,AB8,
11256,StockEntry,19.000401757654135,1,AB8,
11256,InDelivery,19.000401757654135,1,AB8,
11256,Creation,19.000666331644588,1,AB8,
11256,DeviceReceived,19.00066706512175,1,AB8,
11256,Completed,19.00071615087827,1,AB8,
11256,NoteWorkshop,19.00250060952698,1,AB8,
11257,Letter,19.000401757654135,1,AB26,
11257,Creation,19.00066878403177,1,AB26,
11257,DeviceReceived,19.000668812027023,1,AB26,
11257,Transmission,19.000700171816998,1,AB26,
11257,Approved,19.000703542334,1,AB26,
11257,NoteHotline,19.00070359832256,1,AB26,
11257,StockEntry,19.00185236651549,1,AB26,
11257,InDelivery,19.00185236651549,1,AB26,
11257,NoteWorkshop,19.002028657848136,1,AB26,
11257,Completed,19.00203235937576,1,AB26,
11258,Letter,19.000401757654135,1,AB61,
11258,Creation,19.000688402912726,1,AB61,
11258,DeviceReceived,19.000688862025765,1,AB61,
11258,Approved,19.00068983624054,1,AB61,
11258,NoteWorkshop,19.00068990342773,1,AB61,
11258,StockEntry,19.00185236651549,1,AB61,
11258,InDelivery,19.00185236651549,1,AB61,
11258,Completed,19.00204296065398,1,AB61,
11259,DeviceReceived,19.000146698670196,0,AB20,
11259,Letter,19.000401757654135,0,AB20,
11259,Creation,19.000630093843466,0,AB20,
11259,NoteHotline,19.000630440997977,0,AB20,
11259,StatusRequest,19.01306467521311,0,AB20,
11259,StockEntry,19.018622460225124,0,AB20,
11259,InDelivery,19.018622460225124,0,AB20,
11259,NoteWorkshop,19.018795231704907,0,AB20,
11259,Completed,19.018802671112603,0,AB20,
11260,DeviceReceived,19.00014727567341,0,AB61,
11260,Letter,19.000401757654135,0,AB61,
11260,Creation,19.000630810549417,0,AB61,
11260,NoteHotline,19.000631140905895,0,AB61,
11260,StockEntry,19.018622460225124,0,AB61,
11260,InDelivery,19.018622460225124,0,AB61,
11260,NoteWorkshop,19.018880734819103,0,AB61,
11260,Completed,19.018902204293926,0,AB61,
11261,DeviceReceived,19.000149180341854,0,AB63,
11261,Letter,19.000401757654135,0,AB63,
11261,Creation,19.00063149925856,0,AB63,
11261,StatusRequest,19.012223274530108,0,AB63,
11261,StockEntry,19.01242635078098,0,AB63,
11261,InDelivery,19.01242635078098,0,AB63,
11261,NoteHotline,19.012597883354335,0,AB63,
11261,NoteWorkshop,19.01264680743278,0,AB63,
11261,Completed,19.01265449741854,0,AB63,
11262,Creation,18.820887819470077,0,AB61,L
11262,DeviceReceived,18.823320290585503,0,AB61,L
11262,Letter,18.827001632442688,0,AB61,L
11262,NoteWorkshop,18.827265564948014,0,AB61,L
11262,NoteHotline,18.828912847063275,0,AB61,L
11262,InDelivery,18.829875036666703,0,AB61,L
11262,Completed,18.830152893137587,0,AB61,L
11263,DeviceReceived,19.000149998227776,0,AB52,
11263,Letter,19.000401757654135,0,AB52,
11263,Creation,19.000633279821464,0,AB52,
11263,NoteWorkshop,19.000711890193482,0,AB52,
11263,StatusRequest,19.005505549097432,0,AB52,
11263,Transmission,19.005556537487266,0,AB52,
11263,Approved,19.00982436000193,0,AB52,
11263,NoteHotline,19.00982439883808,0,AB52,
11263,StockEntry,19.01242635078098,0,AB52,
11263,InDelivery,19.01242635078098,0,AB52,
11263,Completed,19.012590652147058,0,AB52,
11264,Letter,19.000401757654135,0,AB61,
11264,Creation,19.000684757995632,0,AB61,
11264,NoteHotline,19.000685138724922,0,AB61,
11264,DeviceReceived,19.000685217110345,0,AB61,
11264,StockEntry,19.01957230945906,0,AB61,
11264,InDelivery,19.01957230945906,0,AB61,
11264,NoteWorkshop,19.019784214895953,0,AB61,
11264,Completed,19.019788158890048,0,AB61,
11265,Letter,19.000401757654135,0,AB52,
11265,Creation,19.000685418672834,0,AB52,
11265,DeviceReceived,19.000685821797692,0,AB52,
11265,NoteWorkshop,19.00071760656142,0,AB52,
11265,StatusRequest,19.009408321612764,0,AB52,
11265,Transmission,19.010711461306524,0,AB52,
11265,Approved,19.025584385085867,0,AB52,
11265,NoteHotline,19.02558449431127,0,AB52,
11265,StockEntry,19.025724435021225,0,AB52,
11265,InDelivery,19.025724435021225,0,AB52,
11265,Completed,19.025886233096198,0,AB52,
11266,Letter,19.000401757654135,1,AB26,
11266,Creation,19.000689069186457,1,AB26,
11266,DeviceReceived,19.000689091582206,1,AB26,
11266,Approved,19.000690435326163,1,AB26,
11266,NoteWorkshop,19.002189583368313,1,AB26,
11266,Completed,19.00219039958712,1,AB26,
11266,StockEntry,19.002335435564476,1,AB26,
11266,InDelivery,19.002335435564476,1,AB26,
11267,Creation,19.000663705679955,0,AB49,L
11267,DeviceReceived,19.002988376331523,0,AB49,L
11267,Transmission,19.00650656543473,0,AB49,L
11267,Approved,19.006529582481182,0,AB49,L
11267,NoteHotline,19.006529805134424,0,AB49,L
11267,StatusRequest,19.010258420701494,0,AB49,L
11267,InDelivery,19.01051210592485,0,AB49,L
11267,Completed,19.010809342164414,0,AB49,L
11268,Creation,19.00066712111235,1,AB64,K
11268,NoteHotline,19.00067073809853,1,AB64,K
11268,DeviceReceived,19.002095529256145,1,AB64,K
11268,InDelivery,19.002335435564476,1,AB64,K
11268,NoteWorkshop,19.002634558587314,1,AB64,K
11268,Completed,19.002634843578075,1,AB64,K
11269,Creation,19.00067094526298,0,AB34,L
11269,DeviceReceived,19.00298858860247,0,AB34,L
11269,NoteWorkshop,19.00647848781724,0,AB34,L
11269,Transmission,19.006509537919857,0,AB34,L
11269,Approved,19.00697901841744,0,AB34,L
11269,NoteHotline,19.006979079619576,0,AB34,L
11269,InDelivery,19.01242635078098,0,AB34,L
11269,Completed,19.012679116039997,0,AB34,L
11270,Creation,19.000673274460294,1,AB41,E
11270,NoteHotline,19.000677311349524,1,AB41,E
11270,Letter,19.00522895962265,1,AB41,E
11270,DeviceReceived,19.005499068800052,1,AB41,E
11270,StockEntry,19.005710400686663,1,AB41,E
11270,InDelivery,19.005710400686663,1,AB41,E
11270,Completed,19.00598273572028,1,AB41,E
11270,NoteWorkshop,19.00969266347893,1,AB41,E
11271,Creation,18.82089117037073,0,AB34,E
11271,DeviceReceived,18.82206321609894,0,AB34,E
11271,StatusRequest,18.82906466152206,0,AB34,E
11271,Transmission,18.829648105338933,0,AB34,E
11271,Approved,18.83636307798711,0,AB34,E
11271,StockEntry,18.83673770646639,0,AB34,E
11271,InDelivery,18.83673770646639,0,AB34,E
11271,NoteHotline,18.83693358796777,0,AB34,E
11271,NoteWorkshop,18.837075419476655,0,AB34,E
11271,Completed,18.837081631193406,0,AB34,E
11272,Creation,19.00067883987614,0,AB59,L
11272,DeviceReceived,19.002988689151852,0,AB59,L
11272,NoteWorkshop,19.01210838910066,0,AB59,L
11272,Transmission,19.0121641009941,0,AB59,L
11272,InDelivery,19.012904339990424,0,AB59,L
11272,Approved,19.013120079487713,0,AB59,L
11272,NoteHotline,19.01312012372585,0,AB59,L
11272,Completed,19.013138172723043,0,AB59,L
11273,Creation,19.00068149939491,0,AB62,K
11273,NoteHotline,19.000683548619286,0,AB62,K
11273,DeviceReceived,19.00307452111843,0,AB62,K
11273,InDelivery,19.005710400686663,0,AB62,K
11273,NoteWorkshop,19.00600266831997,0,AB62,K
11273,Completed,19.006004055066104,0,AB62,K
11274,Creation,19.00070617939171,1,AB9,E
11274,Letter,19.00522895962265,1,AB9,E
11274,DeviceReceived,19.005536133528327,1,AB9,E
11274,InDelivery,19.005710400686663,1,AB9,E
11274,Completed,19.005951886468242,1,AB9,E
11274,NoteWorkshop,19.00969225287114,1,AB9,E
11275,Creation,19.000729386319428,0,AB62,L
11275,DeviceReceived,19.003955930757275,0,AB62,L
11275,Transmission,19.01222911918661,0,AB62,L
11275,Approved,19.012238594541994,0,AB62,L
11275,NoteHotline,19.012238738442726,0,AB62,L
11275,InDelivery,19.01242635078098,0,AB62,L
11275,Completed,19.01256794570567,0,AB62,L
11276,Creation,19.000732409618973,0,AB62,E
11276,Letter,19.00378324415338,0,AB62,E
11276,DeviceReceived,19.00403116660008,0,AB62,E
11276,StatusRequest,19.00888852572788,0,AB62,E
11276,Transmission,19.012221221143626,0,AB62,E
11276,Approved,19.012279306554362,0,AB62,E
11276,NoteHotline,19.01227935082971,0,AB62,E
11276,StockEntry,19.01242635078098,0,AB62,E
11276,InDelivery,19.01242635078098,0,AB62,E
11276,Completed,19.012570346947292,0,AB62,E
11277,Creation,19.000576485021774,0,AB52,L
11277,DeviceReceived,19.003472008145895,0,AB52,L
11277,Letter,19.006672588015654,0,AB52,L
11277,InDelivery,19.00715333472603,0,AB52,L
11277,Completed,19.007318760521613,0,AB52,L
11278,Creation,19.000576485021774,0,AB51,L
11278,DeviceReceived,19.00168981498861,0,AB51,L
11278,Letter,19.005710400686663,0,AB51,L
11278,InDelivery,19.01051210592485,0,AB51,L
11278,Completed,19.010655202776004,0,AB51,L
11279,Creation,19.000576485021774,0,AB47,K
11279,DeviceReceived,19.006015594501527,0,AB47,K
11279,Letter,19.00715333472603,0,AB47,K
11279,InDelivery,19.012904339990424,0,AB47,K
11279,NoteHotline,19.013114118380663,0,AB47,K
11279,NoteWorkshop,19.013257987907227,0,AB47,K
11279,Completed,19.01326031008658,0,AB47,K
11280,Creation,19.000627865332614,0,AB58,E
11280,Letter,19.00619161007671,0,AB58,E
11280,DeviceReceived,19.006456265638807,0,AB58,E
11280,NoteHotline,19.00747160209236,0,AB58,E
11280,StockEntry,19.009074013721435,0,AB58,E
11280,InDelivery,19.009074013721435,0,AB58,E
11280,NoteWorkshop,19.00929297353772,0,AB58,E
11280,Completed,19.00929884644777,0,AB58,E
11281,Creation,19.000660116663834,0,AB56,L
11281,DeviceReceived,19.002988432192303,0,AB56,L
11281,Letter,19.00619161007671,0,AB56,L
11281,Transmission,19.00641589482677,0,AB56,L
11281,Approved,19.006437978731306,0,AB56,L
11281,NoteHotline,19.006438101201816,0,AB56,L
11281,InDelivery,19.010991010779723,0,AB56,L
11281,Completed,19.011143186876446,0,AB56,L
11282,Creation,18.820893757258354,0,AB21,L
11282,DeviceReceived,18.82273785141774,0,AB21,L
11282,Letter,18.825849954953966,0,AB21,L
11282,Transmission,18.826239181038577,0,AB21,L
11282,Approved,18.828968006035158,0,AB21,L
11282,NoteHotline,18.828968132344848,0,AB21,L
11282,InDelivery,18.831022090528528,0,AB21,L
11282,Completed,18.83119880436756,0,AB21,L
11283,Creation,19.00069805544005,0,AB52,L
11283,DeviceReceived,19.00298875059869,0,AB52,L
11283,Letter,19.00619161007671,0,AB52,L
11283,Transmission,19.010820360713065,0,AB52,L
11283,Approved,19.012163431252063,0,AB52,L
11283,NoteHotline,19.012164084388928,0,AB52,L
11283,Completed,19.01216723383105,0,AB52,L
11283,InDelivery,19.01624388244155,0,AB52,L
11283,NoteWorkshop,19.01644893269139,0,AB52,L
11284,Creation,19.000708491710476,0,AB34,L
11284,DeviceReceived,19.002988823217677,0,AB34,L
11284,Letter,19.00619161007671,0,AB34,L
11284,NoteWorkshop,19.00651556079334,0,AB34,L
11284,InDelivery,19.011948132988586,0,AB34,L
11284,Completed,19.0121704994987,0,AB34,L
11285,Creation,19.002020868939375,0,AB38,J
11285,Letter,19.00522895962265,0,AB38,J
11285,DeviceReceived,19.00543570677528,0,AB38,J
11285,NoteWorkshop,19.00985028002502,0,AB38,J
11285,Transmission,19.009862879177152,0,AB38,J
11285,InDelivery,19.010032971610222,0,AB38,J
11285,Approved,19.01026368902129,0,AB38,J
11285,NoteHotline,19.010263727840385,0,AB38,J
11285,Completed,19.010310015766773,0,AB38,J
11286,Creation,19.002022697353414,0,AB52,E
11286,DeviceReceived,19.005972465737354,0,AB52,E
11286,StatusRequest,19.010697082395065,0,AB52,E
11286,Transmission,19.012222887099018,0,AB52,E
11286,StockEntry,19.01242635078098,0,AB52,E
11286,InDelivery,19.01242635078098,0,AB52,E
11286,Approved,19.012601086756913,0,AB52,E
11286,NoteHotline,19.012601114420104,0,AB52,E
11286,Completed,19.012728202102526,0,AB52,E
11287,Creation,19.002041478941997,0,AB49,E
11287,Letter,19.00522895962265,0,AB49,E
11287,DeviceReceived,19.005514742912464,0,AB49,E
11287,Transmission,19.01276686957946,0,AB49,E
11287,Approved,19.01598499199599,0,AB49,E
11287,NoteHotline,19.01598517395625,0,AB49,E
11287,StockEntry,19.01624388244155,0,AB49,E
11287,InDelivery,19.01624388244155,0,AB49,E
11287,Completed,19.016543806773754,0,AB49,E
11288,Creation,19.002044459137828,1,AB25,J
11288,DeviceReceived,19.003485402578125,1,AB25,J
11288,Letter,19.00378324415338,1,AB25,J
11288,InDelivery,19.00522895962265,1,AB25,J
11288,NoteWorkshop,19.005439913946475,1,AB25,J
11288,Completed,19.005516709820704,1,AB25,J
11289,Creation,19.002050643155624,1,AB48,I
11289,InDelivery,19.003300874158455,1,AB48,I
11289,DeviceReceived,19.003616288954262,1,AB48,I
11289,NoteWorkshop,19.00361930912099,1,AB48,I
11289,Completed,19.003620380970943,1,AB48,I
11290,Letter,18.79780413993091,0,AB29,
11290,Creation,18.798185211278373,0,AB29,
11290,DeviceReceived,18.79818525241258,0,AB29,
11290,NoteHotline,18.798185718600145,0,AB29,
11290,StockEntry,18.8054778800616,0,AB29,
11290,InDelivery,18.8054778800616,0,AB29,
11290,Completed,18.80577764805599,0,AB29,
11290,NoteWorkshop,18.80577791340599,0,AB29,
11291,Creation,19.002062317761283,0,AB52,L
11291,DeviceReceived,19.004399440323247,0,AB52,L
11291,Letter,19.007633850430057,0,AB52,L
11291,StatusRequest,19.012163287340492,0,AB52,L
11291,Transmission,19.01266553991337,0,AB52,L
11291,InDelivery,19.012904339990424,0,AB52,L
11291,Approved,19.01309217589199,0,AB52,L
11291,NoteHotline,19.013092225661286,0,AB52,L
11291,Completed,19.013140047278522,0,AB52,L
11292,Creation,19.002072197457586,0,AB52,L
11292,DeviceReceived,19.030617692191797,0,AB52,L
11292,Letter,19.04022455886946,0,AB52,L
11292,StatusRequest,19.040430583646508,0,AB52,L
11292,InDelivery,19.040689446862267,0,AB52,L
11292,Completed,19.04085379546932,0,AB52,L
11293,Creation,19.002074428343242,0,AB8,E
11293,Letter,19.00378324415338,0,AB8,E
11293,DeviceReceived,19.00400086535041,0,AB8,E
11293,StatusRequest,19.013098844955355,0,AB8,E
11293,StockEntry,19.019097497618784,0,AB8,E
11293,InDelivery,19.019097497618784,0,AB8,E
11293,NoteWorkshop,19.01932960106341,0,AB8,E
11293,Completed,19.01933425027657,0,AB8,E
11294,Creation,19.002078694408972,1,AB46,H
11294,DeviceReceived,19.003177659433234,1,AB46,H
11294,InDelivery,19.003300874158455,1,AB46,H
11294,NoteWorkshop,19.00350675289869,1,AB46,H
11294,Completed,19.003507143721443,1,AB46,H
11295,Creation,19.002080740772183,1,AB24,E
11295,Letter,19.00281827137042,1,AB24,E
11295,DeviceReceived,19.003128582650202,1,AB24,E
11295,InDelivery,19.003300874158455,1,AB24,E
11295,Completed,19.00354324950142,1,AB24,E
11295,NoteWorkshop,19.003912523317684,1,AB24,E
11296,Creation,19.002083301515874,0,AB52,E
11296,DeviceReceived,19.003587638785895,0,AB52,E
11296,Letter,19.00378324415338,0,AB52,E
11296,Transmission,19.01276642150996,0,AB52,E
11296,StatusRequest,19.01692147234289,0,AB52,E
11296,StockEntry,19.01719599257837,0,AB52,E
11296,InDelivery,19.01719599257837,0,AB52,E
11296,NoteWorkshop,19.01742972703136,0,AB52,E
11296,Completed,19.017437319759093,0,AB52,E
11297,Creation,19.002089518840084,0,AB52,E
11297,NoteHotline,19.00209171054947,0,AB52,E
11297,Letter,19.003300874158455,0,AB52,E
11297,DeviceReceived,19.00357825416997,0,AB52,E
11297,NoteWorkshop,19.00357873987206,0,AB52,E
11297,StockEntry,19.01957230945906,0,AB52,E
11297,InDelivery,19.01957230945906,0,AB52,E
11297,Completed,19.01978741733246,0,AB52,E
11298,Creation,19.00210475447564,0,AB49,E
11298,DeviceReceived,19.00596949165536,0,AB49,E
11298,StatusRequest,19.009238467068236,0,AB49,E
11298,Transmission,19.012218713903202,0,AB49,E
